InformationDate,Forecast01,Forecast02,Forecast03,Forecast04,Forecast05,Forecast06,Forecast07,Forecast08,Forecast09,Forecast10,Forecast11,Forecast12,Forecast13
2025-02-14,,18.52739462939837,18.533036275464326,18.53066913989152,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-15,,18.52850383552115,18.540279106866645,18.529448502331462,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-16,,18.52861750372297,18.54161652582426,18.531267138796576,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-17,,18.52847825652665,18.541377423847475,18.543452410278913,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-18,,18.52786234928816,18.53909575167033,18.542937114938802,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-19,,18.527799155569504,18.544344154168456,18.538586000664434,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-20,,18.52776963855112,18.550188982478748,18.549441341674164,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
2025-02-21,,18.52776308243736,18.55171983036868,18.545018229997265,,,,7.418028933766116,7.337592361773598,12.503731729420368,,,
