InformationDate,Product,Forecast01,Forecast02,Forecast03,Forecast04,Forecast05,Forecast06,Forecast07,Forecast08,Forecast09,Forecast10,Forecast11,Forecast12,Forecast13
2025-02-17,Exchange rate (USD to ZAR),19.10016411837689,18.372527498455092,18.37820708866446,18.38234363262384,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-18,Exchange rate (USD to ZAR),19.132495543704017,18.378175526963656,18.38765921972213,18.38847009678116,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-19,Exchange rate (USD to ZAR),19.159776379521396,18.374616941509018,18.385774086552743,18.38897996854054,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-20,Exchange rate (USD to ZAR),19.193569627641445,18.374630278425524,18.395176870292623,18.399960697225662,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-21,Exchange rate (USD to ZAR),19.20232804701158,18.37481680777897,18.38679983701861,18.387652198281277,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-22,Exchange rate (USD to ZAR),19.22657731463398,18.37450676799613,18.391743234099998,18.392757951453465,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-23,Exchange rate (USD to ZAR),19.248809125805966,18.374740988196496,18.397293382519464,18.397886807080415,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
2025-02-24,Exchange rate (USD to ZAR),19.273532735427573,18.37465506225162,18.40242264553093,18.403048547906835,,,,15.23315238201618,15.079144999999974,17.81123368794753,,,
