InformationDate,USDtoZAR,USDtoZAR_Fill,USDtoZAR_MonthlyAver
2011-02-14,7.311979166666665,7.311979166666665,7.187583924299773
2011-02-15,7.291709844559586,7.291709844559586,7.187583924299773
2011-02-16,7.264766839378239,7.264766839378239,7.187583924299773
2011-02-17,7.238126843657817,7.238126843657817,7.187583924299773
2011-02-18,7.167828575621927,7.167828575621927,7.187583924299773
2011-02-19,,7.161295530757999,7.187583924299773
2011-02-20,,7.1547624858940715,7.187583924299773
2011-02-21,7.148229441030144,7.148229441030144,7.187583924299773
2011-02-22,7.1442159947318356,7.1442159947318356,7.187583924299773
2011-02-23,7.078071517005316,7.078071517005316,7.187583924299773
2011-02-24,7.071008494881289,7.071008494881289,7.187583924299773
2011-02-25,6.986629850312454,6.986629850312454,7.187583924299773
2011-02-26,,6.980532858619946,7.187583924299773
2011-02-27,,6.974435866927437,7.187583924299773
2011-02-28,6.968338875234929,6.968338875234929,7.187583924299773
2011-03-01,6.951971066907776,6.951971066907776,6.919784919787315
2011-03-02,6.9333043667173575,6.9333043667173575,6.919784919787315
2011-03-03,6.888736462093863,6.888736462093863,6.919784919787315
2011-03-04,6.917174177831912,6.917174177831912,6.919784919787315
2011-03-05,,6.898613219590631,6.919784919787315
2011-03-06,,6.880052261349349,6.919784919787315
2011-03-07,6.861491303108068,6.861491303108068,6.919784919787315
2011-03-08,6.916750611598792,6.916750611598792,6.919784919787315
2011-03-09,6.8729896611143015,6.8729896611143015,6.919784919787315
2011-03-10,6.8871679814721,6.8871679814721,6.919784919787315
2011-03-11,6.944964786175852,6.944964786175852,6.919784919787315
2011-03-12,,6.93245716650324,6.919784919787315
2011-03-13,,6.919949546830627,6.919784919787315
2011-03-14,6.907441927158015,6.907441927158015,6.919784919787315
2011-03-15,7.0208873523480255,7.0208873523480255,6.919784919787315
2011-03-16,6.989176403125224,6.989176403125224,6.919784919787315
2011-03-17,7.085118537560697,7.085118537560697,6.919784919787315
2011-03-18,7.020806794055202,7.020806794055202,6.919784919787315
2011-03-19,,6.999193632747149,6.919784919787315
2011-03-20,,6.977580471439095,6.919784919787315
2011-03-21,6.955967310131042,6.955967310131042,6.919784919787315
2011-03-22,6.90577721483358,6.90577721483358,6.919784919787315
2011-03-23,6.918222976796831,6.918222976796831,6.919784919787315
2011-03-24,6.902675537938845,6.902675537938845,6.919784919787315
2011-03-25,6.876089266737513,6.876089266737513,6.919784919787315
2011-03-26,,6.879812076722766,6.919784919787315
2011-03-27,,6.883534886708019,6.919784919787315
2011-03-28,6.887257696693272,6.887257696693272,6.919784919787315
2011-03-29,6.873169344518697,6.873169344518697,6.919784919787315
2011-03-30,6.83207948899929,6.83207948899929,6.919784919787315
2011-03-31,6.792918983599634,6.792918983599634,6.919784919787315
2011-04-01,6.756523583904957,6.756523583904957,6.730170894703802
2011-04-02,,6.738688943577087,6.730170894703802
2011-04-03,,6.720854303249218,6.730170894703802
2011-04-04,6.703019662921348,6.703019662921348,6.730170894703802
2011-04-05,6.721375123535225,6.721375123535225,6.730170894703802
2011-04-06,6.686993006993007,6.686993006993007,6.730170894703802
2011-04-07,6.68935097668557,6.68935097668557,6.730170894703802
2011-04-08,6.653079647246718,6.653079647246718,6.730170894703802
2011-04-09,,6.654868210630416,6.730170894703802
2011-04-10,,6.656656774014113,6.730170894703802
2011-04-11,6.6584453373978105,6.6584453373978105,6.730170894703802
